tipo,ubicacion,timestamp,comuna
Accidente,Calle falsa #1375,2025-05-31 15:09:28.189421,La Florida
Accidente,Calle falsa #1595,2025-05-31 15:33:37.189421,La Florida
Accidente,Calle falsa #94,2025-05-31 15:54:16.189421,La Florida
Accidente,Calle falsa #2307,2025-05-31 16:13:31.189421,La Florida
Accidente,Calle falsa #2580,2025-05-31 17:09:12.189421,La Florida
Accidente,Calle falsa #25,2025-05-31 17:26:15.189421,La Florida
Accidente,Calle falsa #1336,2025-05-31 17:38:56.189421,La Florida
Accidente,Calle falsa #2149,2025-05-31 17:45:16.189421,La Florida
Accidente,Calle falsa #1449,2025-05-31 17:58:01.189421,La Florida
Accidente,Calle falsa #1959,2025-05-31 18:03:19.189421,La Florida
Accidente,Calle falsa #1772,2025-05-31 18:10:04.189421,La Florida
Accidente,Calle falsa #2943,2025-05-31 18:30:28.189421,La Florida
Accidente,Calle falsa #1630,2025-05-31 18:51:54.189421,La Florida
Accidente,Calle falsa #2181,2025-05-31 19:06:07.189421,La Florida
Accidente,Calle falsa #2116,2025-05-31 19:15:02.189421,La Florida
Accidente,Calle falsa #1160,2025-05-31 19:45:52.189421,La Florida
Accidente,Calle falsa #2368,2025-05-31 20:00:35.189421,La Florida
Accidente,Calle falsa #2080,2025-05-31 20:36:37.189421,La Florida
Accidente,Calle falsa #605,2025-05-31 21:09:41.189421,La Florida
Accidente,Calle falsa #1158,2025-05-31 21:16:14.189421,La Florida
Accidente,Calle falsa #1909,2025-05-31 21:22:16.189421,La Florida
Accidente,Calle falsa #1332,2025-05-31 22:05:20.189421,La Florida
Accidente,Calle falsa #140,2025-05-31 22:18:59.189421,La Florida
Accidente,Calle falsa #474,2025-05-31 22:35:44.189421,La Florida
Accidente,Calle falsa #755,2025-05-31 22:56:49.189421,La Florida
Accidente,Calle falsa #1969,2025-05-31 23:23:15.189421,La Florida
Accidente,Calle falsa #2385,2025-05-31 23:30:40.189421,La Florida
Accidente,Calle falsa #2318,2025-05-31 23:37:19.189421,La Florida
Accidente,Calle falsa #1010,2025-05-31 23:45:18.189421,La Florida
Accidente,Calle falsa #363,2025-05-31 23:51:11.189421,La Florida
Accidente,Calle falsa #1614,2025-06-01 00:08:38.189421,La Florida
Accidente,Calle falsa #2201,2025-06-01 00:14:14.189421,La Florida
Accidente,Calle falsa #976,2025-06-01 00:39:04.189421,La Florida
Accidente,Calle falsa #1123,2025-06-01 00:54:34.189421,La Florida
Accidente,Calle falsa #1529,2025-06-01 01:09:57.189421,La Florida
Accidente,Calle falsa #616,2025-06-01 01:22:29.189421,La Florida
Accidente,Calle falsa #216,2025-06-01 01:32:59.189421,La Florida
Accidente,Calle falsa #2848,2025-06-01 01:41:24.189421,La Florida
Accidente,Calle falsa #76,2025-06-01 02:25:56.189421,La Florida
Accidente,Calle falsa #2481,2025-06-01 02:34:34.189421,La Florida
Accidente,Calle falsa #1069,2025-06-01 02:41:55.189421,La Florida
Accidente,Calle falsa #1501,2025-06-01 03:00:37.189421,La Florida
Accidente,Calle falsa #1542,2025-06-01 03:17:12.189421,La Florida
Accidente,Calle falsa #1989,2025-06-01 03:35:44.189421,La Florida
Accidente,Calle falsa #141,2025-06-01 03:45:52.189421,La Florida
Accidente,Calle falsa #841,2025-06-01 04:07:34.189421,La Florida
Accidente,Calle falsa #674,2025-06-01 04:17:08.189421,La Florida
Accidente,Calle falsa #560,2025-06-01 04:39:50.189421,La Florida
Accidente,Calle falsa #2694,2025-06-01 04:51:38.189421,La Florida
Accidente,Calle falsa #1452,2025-06-01 05:14:08.189421,La Florida
Accidente,Calle falsa #288,2025-06-01 05:19:17.189421,La Florida
Accidente,Calle falsa #1034,2025-06-01 05:32:38.189421,La Florida
Accidente,Calle falsa #2235,2025-06-01 05:46:24.189421,La Florida
Accidente,Calle falsa #2915,2025-06-01 06:27:59.189421,La Florida
Accidente,Calle falsa #645,2025-06-01 06:45:54.189421,La Florida
Accidente,Calle falsa #605,2025-06-01 07:13:13.189421,La Florida
Accidente,Calle falsa #224,2025-06-01 07:22:17.189421,La Florida
Accidente,Calle falsa #1304,2025-06-01 07:30:36.189421,La Florida
Accidente,Calle falsa #2635,2025-06-01 07:45:40.189421,La Florida
Accidente,Calle falsa #434,2025-06-01 07:56:00.189421,La Florida
Accidente,Calle falsa #2881,2025-06-01 08:10:39.189421,La Florida
Accidente,Calle falsa #1134,2025-06-01 08:17:07.189421,La Florida
Accidente,Calle falsa #336,2025-06-01 08:34:17.189421,La Florida
Accidente,Calle falsa #306,2025-06-01 09:00:08.189421,La Florida
Accidente,Calle falsa #2443,2025-06-01 09:07:48.189421,La Florida
Accidente,Calle falsa #1352,2025-06-01 09:29:26.189421,La Florida
Accidente,Calle falsa #1406,2025-06-01 09:42:19.189421,La Florida
Accidente,Calle falsa #2589,2025-06-01 10:07:34.189421,La Florida
Accidente,Calle falsa #2762,2025-06-01 10:21:01.189421,La Florida
Accidente,Calle falsa #2151,2025-06-01 10:27:56.189421,La Florida
Accidente,Calle falsa #2441,2025-06-01 10:36:48.189421,La Florida
Accidente,Calle falsa #512,2025-06-01 10:45:46.189421,La Florida
Accidente,Calle falsa #1570,2025-06-01 11:00:48.189421,La Florida
Accidente,Calle falsa #1002,2025-06-01 11:20:56.189421,La Florida
Accidente,Calle falsa #1006,2025-06-01 11:41:20.189421,La Florida
Accidente,Calle falsa #1514,2025-06-01 12:17:00.189421,La Florida
Accidente,Calle falsa #1080,2025-06-01 12:28:05.189421,La Florida
Accidente,Calle falsa #1654,2025-06-01 13:02:43.189421,La Florida
Accidente,Calle falsa #2828,2025-06-01 13:37:00.189421,La Florida
Accidente,Calle falsa #756,2025-06-01 14:16:18.189421,La Florida
Accidente,Calle falsa #1170,2025-06-01 14:27:44.189421,La Florida
Accidente,Calle falsa #1551,2025-06-01 14:34:12.189421,La Florida
Accidente,Calle falsa #1847,2025-06-01 14:39:58.189421,La Florida
Accidente,Calle falsa #1726,2025-06-01 14:47:26.189421,La Florida
Accidente,Calle falsa #1832,2025-06-01 15:04:42.189421,La Florida
Accidente,Calle falsa #1872,2025-06-01 15:12:54.189421,La Florida
Accidente,Calle falsa #1428,2025-06-01 15:22:55.189421,La Florida
Accidente,Calle falsa #1661,2025-06-01 15:30:27.189421,La Florida
Accidente,Calle falsa #648,2025-06-01 15:39:03.189421,La Florida
Accidente,Calle falsa #224,2025-06-01 16:13:42.189421,La Florida
Accidente,Calle falsa #2537,2025-06-01 16:33:40.189421,La Florida
Accidente,Calle falsa #12,2025-06-01 17:11:30.189421,La Florida
Accidente,Calle falsa #1203,2025-06-01 17:36:19.189421,La Florida
Accidente,Calle falsa #2707,2025-06-01 17:56:06.189421,La Florida
Accidente,Calle falsa #954,2025-06-01 18:44:20.189421,La Florida
Accidente,Calle falsa #715,2025-06-01 18:53:04.189421,La Florida
Accidente,Calle falsa #694,2025-06-01 19:04:40.189421,La Florida
Accidente,Calle falsa #1230,2025-06-01 19:21:53.189421,La Florida
Accidente,Calle falsa #608,2025-06-01 19:43:50.189421,La Florida
Accidente,Calle falsa #2058,2025-06-01 19:51:32.189421,La Florida
Accidente,Calle falsa #2400,2025-06-01 19:56:35.189421,La Florida
Accidente,Calle falsa #1333,2025-06-01 20:08:31.189421,La Florida
Accidente,Calle falsa #362,2025-06-01 20:31:46.189421,La Florida
Accidente,Calle falsa #495,2025-06-01 20:49:14.189421,La Florida
Accidente,Calle falsa #1203,2025-06-01 20:59:31.189421,La Florida
Accidente,Calle falsa #765,2025-06-01 21:14:06.189421,La Florida
Accidente,Calle falsa #978,2025-06-01 21:24:42.189421,La Florida
Accidente,Calle falsa #28,2025-06-01 21:33:31.189421,La Florida
Accidente,Calle falsa #697,2025-06-01 21:52:42.189421,La Florida
Accidente,Calle falsa #1455,2025-06-01 22:04:11.189421,La Florida
Accidente,Calle falsa #81,2025-06-01 22:13:39.189421,La Florida
Accidente,Calle falsa #2009,2025-06-01 22:22:36.189421,La Florida
Accidente,Calle falsa #217,2025-06-01 22:33:34.189421,La Florida
Accidente,Calle falsa #1363,2025-06-01 22:39:47.189421,La Florida
Accidente,Calle falsa #156,2025-06-01 22:46:43.189421,La Florida
Accidente,Calle falsa #592,2025-06-01 22:57:30.189421,La Florida
Accidente,Calle falsa #2119,2025-06-01 23:50:28.189421,La Florida
Accidente,Calle falsa #6,2025-06-02 00:01:16.189421,La Florida
Accidente,Calle falsa #215,2025-06-02 00:22:36.189421,La Florida
Accidente,Calle falsa #2998,2025-06-02 00:29:23.189421,La Florida
Accidente,Calle falsa #672,2025-06-02 00:40:49.189421,La Florida
Accidente,Calle falsa #2059,2025-06-02 00:48:55.189421,La Florida
Accidente,Calle falsa #1181,2025-06-02 01:01:43.189421,La Florida
Accidente,Calle falsa #2559,2025-06-02 01:08:35.189421,La Florida
Accidente,Calle falsa #2836,2025-06-02 01:15:23.189421,La Florida
Accidente,Calle falsa #1611,2025-06-02 01:31:36.189421,La Florida
Accidente,Calle falsa #418,2025-06-02 01:39:42.189421,La Florida
Accidente,Calle falsa #1837,2025-06-02 01:48:48.189421,La Florida
Accidente,Calle falsa #2497,2025-06-02 02:19:15.189421,La Florida
Accidente,Calle falsa #1480,2025-06-02 02:42:19.189421,La Florida
Accidente,Calle falsa #1787,2025-06-02 03:14:01.189421,La Florida
Accidente,Calle falsa #156,2025-06-02 03:26:09.189421,La Florida
Accidente,Calle falsa #1762,2025-06-02 03:31:31.189421,La Florida
Accidente,Calle falsa #988,2025-06-02 03:41:10.189421,La Florida
Accidente,Calle falsa #2315,2025-06-02 04:01:16.189421,La Florida
Accidente,Calle falsa #53,2025-06-02 04:14:12.189421,La Florida
Accidente,Calle falsa #366,2025-06-02 04:26:51.189421,La Florida
Accidente,Calle falsa #1072,2025-06-02 04:55:17.189421,La Florida
Accidente,Calle falsa #326,2025-06-02 05:03:22.189421,La Florida
Accidente,Calle falsa #1378,2025-06-02 06:01:14.189421,La Florida
Accidente,Calle falsa #92,2025-06-02 06:08:58.189421,La Florida
Accidente,Calle falsa #2566,2025-06-02 06:17:47.189421,La Florida
Accidente,Calle falsa #2363,2025-06-02 06:31:49.189421,La Florida
Accidente,Calle falsa #1461,2025-06-02 06:38:27.189421,La Florida
Accidente,Calle falsa #1638,2025-06-02 06:45:36.189421,La Florida
Accidente,Calle falsa #2349,2025-06-02 06:51:47.189421,La Florida
Accidente,Calle falsa #2651,2025-06-02 07:06:41.189421,La Florida
Accidente,Calle falsa #2348,2025-06-02 07:41:53.189421,La Florida
Accidente,Calle falsa #1829,2025-06-02 08:05:30.189421,La Florida
Accidente,Calle falsa #2760,2025-06-02 08:30:33.189421,La Florida
Accidente,Calle falsa #2028,2025-06-02 09:25:15.189421,La Florida
Accidente,Calle falsa #1538,2025-06-02 10:16:24.189421,La Florida
Accidente,Calle falsa #108,2025-06-02 10:23:16.189421,La Florida
Accidente,Calle falsa #2256,2025-06-02 10:36:26.189421,La Florida
Accidente,Calle falsa #703,2025-06-02 10:47:28.189421,La Florida
Accidente,Calle falsa #1685,2025-06-02 10:58:14.189421,La Florida
Accidente,Calle falsa #2048,2025-06-02 11:14:05.189421,La Florida
Accidente,Calle falsa #2012,2025-06-02 11:43:29.189421,La Florida
Accidente,Calle falsa #1013,2025-06-02 12:10:23.189421,La Florida
Accidente,Calle falsa #2,2025-06-02 12:18:13.189421,La Florida
Accidente,Calle falsa #2254,2025-06-02 12:39:13.189421,La Florida
Accidente,Calle falsa #2999,2025-06-02 12:58:22.189421,La Florida
Accidente,Calle falsa #2535,2025-06-02 13:36:16.189421,La Florida
Accidente,Calle falsa #2521,2025-06-02 14:09:16.189421,La Florida
Accidente,Calle falsa #2390,2025-06-02 14:20:43.189421,La Florida
Accidente,Calle falsa #2107,2025-06-02 14:34:19.189421,La Florida
Accidente,Calle falsa #103,2025-06-02 14:43:27.189421,La Florida
Accidente,Calle falsa #1063,2025-06-02 14:57:37.189421,La Florida
Accidente,Calle falsa #134,2025-06-02 15:02:45.189421,La Florida
Accidente,Calle falsa #1749,2025-06-02 15:36:48.189421,La Florida
Accidente,Calle falsa #2093,2025-06-02 15:42:58.189421,La Florida
Accidente,Calle falsa #27,2025-06-02 16:01:23.189421,La Florida
Accidente,Calle falsa #2551,2025-06-02 16:17:53.189421,La Florida
Accidente,Calle falsa #2634,2025-06-02 16:25:45.189421,La Florida
Accidente,Calle falsa #2093,2025-06-02 16:35:21.189421,La Florida
Accidente,Calle falsa #276,2025-06-02 16:40:59.189421,La Florida
Accidente,Calle falsa #1924,2025-06-02 16:48:42.189421,La Florida
Accidente,Calle falsa #2210,2025-06-02 17:05:44.189421,La Florida
Accidente,Calle falsa #2303,2025-06-02 17:18:45.189421,La Florida
Accidente,Calle falsa #2771,2025-06-02 17:33:05.189421,La Florida
Accidente,Calle falsa #995,2025-06-02 17:38:29.189421,La Florida
Accidente,Calle falsa #1097,2025-06-02 17:45:20.189421,La Florida
Accidente,Calle falsa #81,2025-06-02 17:50:30.189421,La Florida
Accidente,Calle falsa #163,2025-06-02 18:10:26.189421,La Florida
Accidente,Calle falsa #198,2025-06-02 18:27:02.189421,La Florida
Accidente,Calle falsa #2343,2025-06-02 18:37:01.189421,La Florida
Accidente,Calle falsa #1441,2025-06-02 18:43:15.189421,La Florida
Accidente,Calle falsa #1265,2025-06-02 18:54:35.189421,La Florida
Accidente,Calle falsa #2665,2025-06-02 19:00:45.189421,La Florida
Accidente,Calle falsa #139,2025-06-02 19:15:35.189421,La Florida
Accidente,Calle falsa #399,2025-06-02 19:28:37.189421,La Florida
Accidente,Calle falsa #420,2025-06-02 19:46:50.189421,La Florida
Accidente,Calle falsa #1820,2025-06-02 19:59:02.189421,La Florida
Accidente,Calle falsa #2363,2025-06-02 20:06:03.189421,La Florida
Accidente,Calle falsa #360,2025-06-02 20:31:30.189421,La Florida
Accidente,Calle falsa #1843,2025-06-02 21:30:51.189421,La Florida
Accidente,Calle falsa #1130,2025-06-02 21:41:28.189421,La Florida
Accidente,Calle falsa #264,2025-06-02 21:49:15.189421,La Florida
Accidente,Calle falsa #1639,2025-06-02 22:16:59.189421,La Florida
Accidente,Calle falsa #290,2025-06-02 22:26:19.189421,La Florida
Accidente,Calle falsa #2261,2025-06-02 22:33:59.189421,La Florida
Accidente,Calle falsa #167,2025-06-02 22:42:02.189421,La Florida
Accidente,Calle falsa #560,2025-06-02 22:55:17.189421,La Florida
Accidente,Calle falsa #1628,2025-06-02 23:21:54.189421,La Florida
Accidente,Calle falsa #1429,2025-06-02 23:27:26.189421,La Florida
Accidente,Calle falsa #2831,2025-06-03 00:17:45.189421,La Florida
Accidente,Calle falsa #2152,2025-06-03 00:25:07.189421,La Florida
Accidente,Calle falsa #395,2025-06-03 00:52:57.189421,La Florida
Accidente,Calle falsa #2275,2025-06-03 01:21:20.189421,La Florida
Accidente,Calle falsa #227,2025-06-03 01:27:38.189421,La Florida
Accidente,Calle falsa #976,2025-06-03 01:32:58.189421,La Florida
Accidente,Calle falsa #2954,2025-06-03 01:39:28.189421,La Florida
Accidente,Calle falsa #2859,2025-06-03 01:51:29.189421,La Florida
Accidente,Calle falsa #792,2025-06-03 02:16:01.189421,La Florida
Accidente,Calle falsa #385,2025-06-03 02:31:11.189421,La Florida
Accidente,Calle falsa #177,2025-06-03 02:57:29.189421,La Florida
Accidente,Calle falsa #1346,2025-06-03 03:07:38.189421,La Florida
Accidente,Calle falsa #2047,2025-06-03 03:18:34.189421,La Florida
Accidente,Calle falsa #872,2025-06-03 03:36:40.189421,La Florida
Accidente,Calle falsa #144,2025-06-03 03:49:56.189421,La Florida
Accidente,Calle falsa #2732,2025-06-03 04:05:59.189421,La Florida
Accidente,Calle falsa #2624,2025-06-03 04:12:48.189421,La Florida
Accidente,Calle falsa #2848,2025-06-03 04:20:55.189421,La Florida
Accidente,Calle falsa #483,2025-06-03 04:57:51.189421,La Florida
Accidente,Calle falsa #453,2025-06-03 05:22:48.189421,La Florida
Accidente,Calle falsa #276,2025-06-03 05:40:20.189421,La Florida
Accidente,Calle falsa #691,2025-06-03 06:10:21.189421,La Florida
Accidente,Calle falsa #1852,2025-06-03 06:45:38.189421,La Florida
Accidente,Calle falsa #2020,2025-06-03 07:11:24.189421,La Florida
Accidente,Calle falsa #1496,2025-06-03 07:29:20.189421,La Florida
